Field,Date,currency_momentum
NetExposure,2021-06-22,1.0
NetExposure,2021-06-23,1.0
NetExposure,2021-06-24,1.0
NetExposure,2021-06-25,1.0
NetExposure,2021-06-28,1.0
NetExposure,2021-06-29,1.0
NetExposure,2021-06-30,1.0
NetExposure,2021-07-01,1.0
NetExposure,2021-07-02,1.0
NetExposure,2021-07-05,1.0
NetExposure,2021-07-06,1.0
NetExposure,2021-07-07,1.0
NetExposure,2021-07-08,1.0
NetExposure,2021-07-09,1.0
NetExposure,2021-07-12,1.0
NetExposure,2021-07-13,1.0
NetExposure,2021-07-14,1.0
NetExposure,2021-07-15,1.0
NetExposure,2021-07-16,1.0
NetExposure,2021-07-19,1.0
NetExposure,2021-07-20,1.0
NetExposure,2021-07-21,1.0
NetExposure,2021-07-22,1.0
NetExposure,2021-07-23,1.0
NetExposure,2021-07-26,1.0
NetExposure,2021-07-27,1.0
NetExposure,2021-07-28,1.0
NetExposure,2021-07-29,1.0
NetExposure,2021-07-30,1.0
NetExposure,2021-08-02,1.0
NetExposure,2021-08-03,1.0
NetExposure,2021-08-04,1.0
NetExposure,2021-08-05,1.0
NetExposure,2021-08-06,1.0
NetExposure,2021-08-09,1.0
NetExposure,2021-08-10,1.0
NetExposure,2021-08-11,1.0
NetExposure,2021-08-12,1.0
NetExposure,2021-08-13,1.0
NetExposure,2021-08-16,1.0
NetExposure,2021-08-17,1.0
NetExposure,2021-08-18,1.0
NetExposure,2021-08-19,1.0
NetExposure,2021-08-20,1.0
NetExposure,2021-08-23,1.0
NetExposure,2021-08-24,1.0
NetExposure,2021-08-25,1.0
NetExposure,2021-08-26,1.0
NetExposure,2021-08-27,1.0
NetExposure,2021-08-30,1.0
NetExposure,2021-08-31,1.0
NetExposure,2021-09-01,1.0
NetExposure,2021-09-02,1.0
NetExposure,2021-09-03,1.0
NetExposure,2021-09-06,1.0
NetExposure,2021-09-07,1.0
NetExposure,2021-09-08,1.0
NetExposure,2021-09-09,1.0
NetExposure,2021-09-10,1.0
NetExposure,2021-09-13,1.0
NetExposure,2021-09-14,1.0
NetExposure,2021-09-15,1.0
NetExposure,2021-09-16,1.0
NetExposure,2021-09-17,1.0
NetExposure,2021-09-20,1.0
NetExposure,2021-09-21,1.0
NetExposure,2021-09-22,1.0
NetExposure,2021-09-23,1.0
NetExposure,2021-09-24,1.0
NetExposure,2021-09-27,1.0
NetExposure,2021-09-28,1.0
NetExposure,2021-09-29,1.0
NetExposure,2021-09-30,1.0
NetExposure,2021-10-01,1.0
NetExposure,2021-10-04,1.0
NetExposure,2021-10-05,1.0
NetExposure,2021-10-06,1.0
NetExposure,2021-10-07,1.0
NetExposure,2021-10-08,1.0
NetExposure,2021-10-11,1.0
NetExposure,2021-10-12,1.0
NetExposure,2021-10-13,1.0
NetExposure,2021-10-14,1.0
NetExposure,2021-10-15,1.0
NetExposure,2021-10-18,1.0
NetExposure,2021-10-19,1.0
NetExposure,2021-10-20,1.0
NetExposure,2021-10-21,1.0
NetExposure,2021-10-22,1.0
NetExposure,2021-10-25,1.0
NetExposure,2021-10-26,1.0
NetExposure,2021-10-27,1.0
NetExposure,2021-10-28,1.0
NetExposure,2021-10-29,1.0
NetExposure,2021-11-01,1.0
NetExposure,2021-11-02,1.0
NetExposure,2021-11-03,1.0
NetExposure,2021-11-04,1.0
NetExposure,2021-11-05,1.0
NetExposure,2021-11-08,1.0
NetExposure,2021-11-09,1.0
NetExposure,2021-11-10,1.0
NetExposure,2021-11-11,1.0
NetExposure,2021-11-12,1.0
NetExposure,2021-11-15,1.0
NetExposure,2021-11-16,1.0
NetExposure,2021-11-17,1.0
NetExposure,2021-11-18,1.0
NetExposure,2021-11-19,1.0
NetExposure,2021-11-22,1.0
NetExposure,2021-11-23,1.0
NetExposure,2021-11-24,1.0
NetExposure,2021-11-25,1.0
NetExposure,2021-11-26,1.0
NetExposure,2021-11-29,1.0
NetExposure,2021-11-30,1.0
NetExposure,2021-12-01,1.0
NetExposure,2021-12-02,1.0
NetExposure,2021-12-03,1.0
NetExposure,2021-12-06,1.0
NetExposure,2021-12-07,1.0
NetExposure,2021-12-08,1.0
NetExposure,2021-12-09,1.0
NetExposure,2021-12-10,1.0
NetExposure,2021-12-13,1.0
NetExposure,2021-12-14,1.0
NetExposure,2021-12-15,1.0
NetExposure,2021-12-16,1.0
NetExposure,2021-12-17,1.0
NetExposure,2021-12-20,1.0
NetExposure,2021-12-21,1.0
NetExposure,2021-12-22,1.0
NetExposure,2021-12-23,1.0
NetExposure,2021-12-24,1.0
NetExposure,2021-12-27,1.0
NetExposure,2021-12-28,1.0
NetExposure,2021-12-29,1.0
NetExposure,2021-12-30,1.0
NetExposure,2021-12-31,1.0
NetExposure,2022-01-03,1.0
NetExposure,2022-01-04,1.0
NetExposure,2022-01-05,1.0
NetExposure,2022-01-06,1.0
NetExposure,2022-01-07,1.0
NetExposure,2022-01-10,1.0
NetExposure,2022-01-11,1.0
NetExposure,2022-01-12,1.0
NetExposure,2022-01-13,1.0
NetExposure,2022-01-14,1.0
NetExposure,2022-01-17,1.0
NetExposure,2022-01-18,1.0
NetExposure,2022-01-19,1.0
NetExposure,2022-01-20,1.0
NetExposure,2022-01-21,1.0
NetExposure,2022-01-24,1.0
NetExposure,2022-01-25,1.0
NetExposure,2022-01-26,1.0
NetExposure,2022-01-27,1.0
NetExposure,2022-01-28,1.0
NetExposure,2022-01-31,1.0
NetExposure,2022-02-01,1.0
NetExposure,2022-02-02,1.0
NetExposure,2022-02-03,1.0
NetExposure,2022-02-04,1.0
NetExposure,2022-02-07,1.0
NetExposure,2022-02-08,1.0
NetExposure,2022-02-09,1.0
NetExposure,2022-02-10,1.0
NetExposure,2022-02-11,1.0
NetExposure,2022-02-14,1.0
NetExposure,2022-02-15,1.0
NetExposure,2022-02-16,1.0
NetExposure,2022-02-17,1.0
NetExposure,2022-02-18,1.0
NetExposure,2022-02-21,1.0
NetExposure,2022-02-22,1.0
NetExposure,2022-02-23,1.0
NetExposure,2022-02-24,1.0
NetExposure,2022-02-25,1.0
NetExposure,2022-02-28,1.0
NetExposure,2022-03-01,1.0
NetExposure,2022-03-02,1.0
NetExposure,2022-03-03,1.0
NetExposure,2022-03-04,1.0
NetExposure,2022-03-07,1.0
NetExposure,2022-03-08,1.0
NetExposure,2022-03-09,1.0
NetExposure,2022-03-10,1.0
NetExposure,2022-03-11,1.0
NetExposure,2022-03-14,1.0
NetExposure,2022-03-15,1.0
NetExposure,2022-03-16,1.0
NetExposure,2022-03-17,1.0
NetExposure,2022-03-18,1.0
NetExposure,2022-03-21,1.0
NetExposure,2022-03-22,1.0
NetExposure,2022-03-23,1.0
NetExposure,2022-03-24,1.0
NetExposure,2022-03-25,1.0
NetExposure,2022-03-28,1.0
NetExposure,2022-03-29,1.0
NetExposure,2022-03-30,1.0
NetExposure,2022-03-31,1.0
NetExposure,2022-04-01,1.0
NetExposure,2022-04-04,1.0
NetExposure,2022-04-05,1.0
NetExposure,2022-04-06,1.0
NetExposure,2022-04-07,1.0
NetExposure,2022-04-08,1.0
NetExposure,2022-04-11,1.0
NetExposure,2022-04-12,1.0
NetExposure,2022-04-13,1.0
NetExposure,2022-04-14,1.0
NetExposure,2022-04-15,1.0
NetExposure,2022-04-18,1.0
NetExposure,2022-04-19,1.0
NetExposure,2022-04-20,1.0
NetExposure,2022-04-21,1.0
NetExposure,2022-04-22,1.0
NetExposure,2022-04-25,1.0
NetExposure,2022-04-26,1.0
NetExposure,2022-04-27,1.0
NetExposure,2022-04-28,1.0
NetExposure,2022-04-29,1.0
NetExposure,2022-05-02,1.0
NetExposure,2022-05-03,1.0
NetExposure,2022-05-04,1.0
NetExposure,2022-05-05,1.0
NetExposure,2022-05-06,1.0
NetExposure,2022-05-09,1.0
NetExposure,2022-05-10,1.0
NetExposure,2022-05-11,1.0
NetExposure,2022-05-12,1.0
NetExposure,2022-05-13,1.0
NetExposure,2022-05-16,1.0
NetExposure,2022-05-17,1.0
NetExposure,2022-05-18,1.0
NetExposure,2022-05-19,1.0
NetExposure,2022-05-20,1.0
NetExposure,2022-05-23,1.0
NetExposure,2022-05-24,1.0
NetExposure,2022-05-25,1.0
NetExposure,2022-05-26,1.0
NetExposure,2022-05-27,1.0
NetExposure,2022-05-30,1.0
NetExposure,2022-05-31,1.0
NetExposure,2022-06-01,1.0
NetExposure,2022-06-02,1.0
NetExposure,2022-06-03,1.0
NetExposure,2022-06-06,1.0
NetExposure,2022-06-07,1.0
NetExposure,2022-06-08,1.0
NetExposure,2022-06-09,1.0
NetExposure,2022-06-10,1.0
NetExposure,2022-06-13,1.0
NetExposure,2022-06-14,1.0
NetExposure,2022-06-15,1.0
NetExposure,2022-06-16,1.0
NetExposure,2022-06-17,1.0
NetExposure,2022-06-20,1.0
NetExposure,2022-06-21,1.0
NetExposure,2022-06-22,1.0
NetExposure,2022-06-23,1.0
NetExposure,2022-06-24,1.0
NetExposure,2022-06-27,1.0
NetExposure,2022-06-28,1.0
NetExposure,2022-06-29,1.0
NetExposure,2022-06-30,1.0
NetExposure,2022-07-01,1.0
NetExposure,2022-07-04,1.0
NetExposure,2022-07-05,1.0
NetExposure,2022-07-06,1.0
NetExposure,2022-07-07,1.0
NetExposure,2022-07-08,1.0
NetExposure,2022-07-11,1.0
NetExposure,2022-07-12,1.0
NetExposure,2022-07-13,1.0
NetExposure,2022-07-14,1.0
NetExposure,2022-07-15,1.0
NetExposure,2022-07-18,1.0
NetExposure,2022-07-19,1.0
NetExposure,2022-07-20,1.0
NetExposure,2022-07-21,1.0
NetExposure,2022-07-22,1.0
NetExposure,2022-07-25,1.0
NetExposure,2022-07-26,1.0
NetExposure,2022-07-27,1.0
NetExposure,2022-07-28,1.0
NetExposure,2022-07-29,1.0
NetExposure,2022-08-01,1.0
NetExposure,2022-08-02,1.0
NetExposure,2022-08-03,1.0
NetExposure,2022-08-04,1.0
NetExposure,2022-08-05,1.0
NetExposure,2022-08-08,1.0
NetExposure,2022-08-09,1.0
NetExposure,2022-08-10,1.0
NetExposure,2022-08-11,1.0
NetExposure,2022-08-12,1.0
NetExposure,2022-08-15,1.0
NetExposure,2022-08-16,1.0
NetExposure,2022-08-17,1.0
NetExposure,2022-08-18,1.0
NetExposure,2022-08-19,1.0
NetExposure,2022-08-22,1.0
NetExposure,2022-08-23,1.0
NetExposure,2022-08-24,1.0
NetExposure,2022-08-25,1.0
NetExposure,2022-08-26,1.0
NetExposure,2022-08-29,1.0
NetExposure,2022-08-30,1.0
NetExposure,2022-08-31,1.0
NetExposure,2022-09-01,1.0
NetExposure,2022-09-02,1.0
NetExposure,2022-09-05,1.0
NetExposure,2022-09-06,1.0
NetExposure,2022-09-07,1.0
NetExposure,2022-09-08,1.0
NetExposure,2022-09-09,1.0
NetExposure,2022-09-12,1.0
NetExposure,2022-09-13,1.0
NetExposure,2022-09-14,1.0
NetExposure,2022-09-15,1.0
NetExposure,2022-09-16,1.0
NetExposure,2022-09-19,1.0
NetExposure,2022-09-20,1.0
NetExposure,2022-09-21,1.0
NetExposure,2022-09-22,1.0
NetExposure,2022-09-23,1.0
NetExposure,2022-09-26,1.0
NetExposure,2022-09-27,1.0
NetExposure,2022-09-28,1.0
NetExposure,2022-09-29,1.0
NetExposure,2022-09-30,1.0
NetExposure,2022-10-03,1.0
NetExposure,2022-10-04,1.0
NetExposure,2022-10-05,1.0
NetExposure,2022-10-06,1.0
NetExposure,2022-10-07,1.0
NetExposure,2022-10-10,1.0
NetExposure,2022-10-11,1.0
NetExposure,2022-10-12,1.0
NetExposure,2022-10-13,1.0
NetExposure,2022-10-14,1.0
NetExposure,2022-10-17,1.0
NetExposure,2022-10-18,1.0
NetExposure,2022-10-19,1.0
NetExposure,2022-10-20,1.0
NetExposure,2022-10-21,1.0
NetExposure,2022-10-24,1.0
NetExposure,2022-10-25,1.0
NetExposure,2022-10-26,1.0
NetExposure,2022-10-27,1.0
NetExposure,2022-10-28,1.0
NetExposure,2022-10-31,1.0
NetExposure,2022-11-01,1.0
NetExposure,2022-11-02,1.0
NetExposure,2022-11-03,1.0
NetExposure,2022-11-04,1.0
NetExposure,2022-11-07,1.0
NetExposure,2022-11-08,1.0
NetExposure,2022-11-09,1.0
NetExposure,2022-11-10,1.0
NetExposure,2022-11-11,1.0
NetExposure,2022-11-14,1.0
NetExposure,2022-11-15,1.0
NetExposure,2022-11-16,1.0
NetExposure,2022-11-17,1.0
NetExposure,2022-11-18,1.0
NetExposure,2022-11-21,1.0
NetExposure,2022-11-22,1.0
NetExposure,2022-11-23,1.0
NetExposure,2022-11-24,1.0
NetExposure,2022-11-25,1.0
NetExposure,2022-11-28,1.0
NetExposure,2022-11-29,1.0
NetExposure,2022-11-30,1.0
NetExposure,2022-12-01,1.0
Return,2021-01-04,-0.002527095356686354
Return,2021-01-05,0.006014789585587773
Return,2021-01-06,-0.007959989333576112
Return,2021-01-07,0.006625768972712998
Return,2021-01-08,9.19613343957626e-05
Return,2021-01-11,0.010904046727301941
Return,2021-01-12,-0.008041841000623112
Return,2021-01-13,-0.0008747244568343138
Return,2021-01-14,-0.001449480424291577
Return,2021-01-15,0.0073605683805466615
Return,2021-01-18,0.0007484611061781554
Return,2021-01-19,-0.006239284796711191
Return,2021-01-20,0.0019077218169448185
Return,2021-01-21,0.004227449650362647
Return,2021-01-22,0.0014864000164372393
Return,2021-01-25,0.0014650823830869852
Return,2021-01-26,-0.00016362588385108597
Return,2021-01-27,0.008471340324237464
Return,2021-01-28,-0.005488765717917871
Return,2021-01-29,-0.002627738201491814
Return,2021-02-01,-0.001151735183317626
Return,2021-02-02,-0.0017246396718399383
Return,2021-02-03,-0.0010645270991085365
Return,2021-02-04,-0.00157761603884371
Return,2021-02-05,-7.776399134437617e-05
Return,2021-02-08,0.002030389026756979
Return,2021-02-09,0.0005648920488057157
Return,2021-02-10,-0.0015143085398242329
Return,2021-02-11,-0.0035219510259552056
Return,2021-02-12,-0.0011560322481735386
Return,2021-02-15,-0.004766048448911209
Return,2021-02-16,0.006380467024993736
Return,2021-02-17,0.004538907023133032
Return,2021-02-18,-0.003297810343322022
Return,2021-02-19,0.0006438946416335856
Return,2021-02-22,-0.00013419931311720035
Return,2021-02-23,-0.00048209673151513536
Return,2021-02-24,0.0033009893059502693
Return,2021-02-25,0.0026544306183588773
Return,2021-02-26,0.015982265350075076
Return,2021-03-01,-0.00906912159997375
Return,2021-03-02,0.0005366162994680413
Return,2021-03-03,-0.003222134355042622
Return,2021-03-04,-0.006038014122836055
Return,2021-03-05,-0.005196326468298179
Return,2021-03-08,-0.0036568280870946934
Return,2021-03-09,0.0042434959067757195
Return,2021-03-10,-0.0003810166483783073
Return,2021-03-11,0.0003473400411465877
Return,2021-03-12,-0.0026681151538735515
Return,2021-03-15,0.0009001412187949198
Return,2021-03-16,-0.001314611203637716
Return,2021-03-17,-0.009096306292671802
Return,2021-03-18,0.0071622874347119225
Return,2021-03-19,0.0005380651127998015
Return,2021-03-22,0.0005616626889273502
Return,2021-03-23,0.011050573894227833
Return,2021-03-24,0.001820608229023829
Return,2021-03-25,-0.0019974054689952114
Return,2021-03-26,0.0005770793444521694
Return,2021-03-29,0.003980445123135556
Return,2021-03-30,0.00157711268095096
Return,2021-03-31,0.0015305414043598753
Return,2021-04-01,0.0032034181909639803
Return,2021-04-02,0.00017360383274589442
Return,2021-04-05,0.004723258571570688
Return,2021-04-06,-0.0011850087163622007
Return,2021-04-07,-0.0005226554062215671
Return,2021-04-08,-0.001471535968763038
Return,2021-04-09,0.002431374994847496
Return,2021-04-12,-0.0010117125813506878
Return,2021-04-13,-0.0030829599735942115
Return,2021-04-14,-0.002770918075663098
Return,2021-04-15,0.0009546668067850761
Return,2021-04-16,0.0001919870449380856
Return,2021-04-19,-0.005433609310743354
Return,2021-04-20,-0.00020902329920944733
Return,2021-04-21,-0.00031030772170115295
Return,2021-04-22,0.005729715319978346
Return,2021-04-23,-0.0013620348183477904
Return,2021-04-26,-0.001994370170873283
Return,2021-04-27,-0.0012514697299391355
Return,2021-04-28,-0.004885703496084942
Return,2021-04-29,0.00010685214308603364
Return,2021-04-30,0.008359961049862197
Return,2021-05-03,-0.003996490166700395
Return,2021-05-04,0.0027938264566788507
Return,2021-05-05,0.0021546640778095094
Return,2021-05-06,-0.0015332266304004805
Return,2021-05-07,0.0013574116353521348
Return,2021-05-10,-0.0010110479829096852
Return,2021-05-11,-0.0002530775303092966
Return,2021-05-12,0.010440751313076257
Return,2021-05-13,-0.005059588346594757
Return,2021-05-14,-0.004223785421869269
Return,2021-05-17,-0.002376416728140346
Return,2021-05-18,-0.00513195169971855
Return,2021-05-19,-0.002159766978961669
Return,2021-05-20,-8.132903242252798e-07
Return,2021-05-21,-0.0011289607617120945
Return,2021-05-24,-0.001184632041901279
Return,2021-05-25,0.00024582546858155124
Return,2021-05-26,0.00132072565080818
Return,2021-05-27,-0.0009060267401226618
Return,2021-05-28,-0.002528634000572655
Return,2021-05-31,0.00016174255850381902
Return,2021-06-01,-0.001797722495514791
Return,2021-06-02,-0.004824876875876266
Return,2021-06-03,0.006531635715074313
Return,2021-06-04,-0.006981284876858035
Return,2021-06-07,-0.00032608143163900816
Return,2021-06-08,0.0013101502956664132
Return,2021-06-09,0.0023176475186118817
Return,2021-06-10,-0.0018975154124862004
Return,2021-06-11,0.0037782532974840743
Return,2021-06-14,0.00046133743366860713
Return,2021-06-15,-0.0016842367283292849
Return,2021-06-16,-0.0004277242881200738
Return,2021-06-17,0.0009890279488889708
Return,2021-06-18,0.0008995181990511247
Return,2021-06-21,0.001770699940152165
Return,2021-06-22,-0.0023317066890358226
Return,2021-06-23,0.0013170846469675035
Return,2021-06-24,0.00045936243569721924
Return,2021-06-25,-0.00019486936849791303
Return,2021-06-28,-0.0021260934213325478
Return,2021-06-29,-0.006606702083626384
Return,2021-06-30,0.0027697083236005726
Return,2021-07-01,0.0023219847021083706
Return,2021-07-02,-0.006132063562288292
Return,2021-07-05,0.0007913230996111353
Return,2021-07-06,0.009547406873714626
Return,2021-07-07,-0.0009430111966284294
Return,2021-07-08,-0.003403688485018458
Return,2021-07-09,0.006493266290701627
Return,2021-07-12,-0.0016882496283555093
Return,2021-07-13,-0.005998340658894157
Return,2021-07-14,0.0016812720646294521
Return,2021-07-15,-0.0033180336542038003
Return,2021-07-16,0.0007511692244558943
Return,2021-07-19,-0.005912316073453355
Return,2021-07-20,-0.00017667041294982408
Return,2021-07-21,0.003910233356735682
Return,2021-07-22,0.00022799160317421574
Return,2021-07-23,-0.0006617663755348335
Return,2021-07-26,0.0028645880290020798
Return,2021-07-27,-0.0004173611335250897
Return,2021-07-28,-0.0007236394878983587
Return,2021-07-29,0.0022645106787307634
Return,2021-07-30,-0.002834164767228642
Return,2021-08-02,0.0013145399506313549
Return,2021-08-03,0.001453122864479618
Return,2021-08-04,0.0018654305489736456
Return,2021-08-05,0.004705597541414641
Return,2021-08-06,0.008680278091837745
Return,2021-08-09,0.00405225792888772
Return,2021-08-10,-0.0002723884847665105
Return,2021-08-11,3.6295819160897524e-05
Return,2021-08-12,-0.0013660940048383086
Return,2021-08-13,0.0011508466631568737
Return,2021-08-16,-0.0018640252096377152
Return,2021-08-17,-0.001960628748213799
Return,2021-08-18,0.0021102920290450577
Return,2021-08-19,0.00625970776464449
Return,2021-08-20,0.0017486084057111717
Return,2021-08-23,-0.005007971595926669
Return,2021-08-24,-0.00668307364275748
Return,2021-08-25,0.0026575491618082148
Return,2021-08-26,-0.0041089534997889865
Return,2021-08-27,0.006989806942880206
Return,2021-08-30,-0.0007606367015468574
Return,2021-08-31,0.0010735079620796295
Return,2021-09-01,-0.0022006711047508343
Return,2021-09-02,-0.003032386809645793
Return,2021-09-03,-0.003434422949363719
Return,2021-09-06,-0.0004574386270131403
Return,2021-09-07,0.003944548625978129
Return,2021-09-08,0.0001931522858411583
Return,2021-09-09,0.000777327931178573
Return,2021-09-10,-0.0017457642015192842
Return,2021-09-13,-0.001140292954240757
Return,2021-09-14,0.0027813980903942724
Return,2021-09-15,0.0027688824908612686
Return,2021-09-16,-8.819103679136298e-05
Return,2021-09-17,-0.0010166739685984194
Return,2021-09-20,-0.00021464626570599776
Return,2021-09-21,-0.00035777300600999234
Return,2021-09-22,-0.001623105601319147
Return,2021-09-23,0.0075516879533418235
Return,2021-09-24,-0.004526521548504858
Return,2021-09-27,0.0007538056834278106
Return,2021-09-28,-0.00841461131826401
Return,2021-09-29,0.003641653685004992
Return,2021-09-30,-0.001979771906788441
Return,2021-10-01,-0.0029842303413516458
Return,2021-10-04,-0.0032793822226083735
Return,2021-10-05,-0.0011644602637586533
Return,2021-10-06,-0.0044485190672576835
Return,2021-10-07,0.001169902304399395
Return,2021-10-08,-5.1589054621437036e-05
Return,2021-10-11,0.0016928278747021797
Return,2021-10-12,-0.003574385763833614
Return,2021-10-13,-0.0027179515810786536
Return,2021-10-14,-0.003007723666551859
Return,2021-10-15,-0.001034229894944838
Return,2021-10-18,0.0006666714602797108
Return,2021-10-19,-0.003109925776257565
Return,2021-10-20,-0.005047562448680987
Return,2021-10-21,0.008222317140895219
Return,2021-10-22,3.720638473653226e-05
Return,2021-10-25,-0.0011211013674836956
Return,2021-10-26,0.002398367849942096
Return,2021-10-27,0.0031231236738141765
Return,2021-10-28,-0.0038623400821176657
Return,2021-10-29,0.0073091428455318574
Return,2021-11-01,0.0001688414029741847
Return,2021-11-02,0.003053902860839165
Return,2021-11-03,0.004473667261383457
Return,2021-11-04,-0.0018743968353695517
Return,2021-11-05,-0.0005020565138077471
Return,2021-11-08,0.002247561196899117
Return,2021-11-09,-0.0013463333458566752
Return,2021-11-10,0.004511207925124411
Return,2021-11-11,-0.0028808048257022156
Return,2021-11-12,0.0026190312332358134
Return,2021-11-15,0.000536055765702953
Return,2021-11-16,0.0036003088642690647
Return,2021-11-17,0.00011989560285941003
Return,2021-11-18,0.002799620947027792
Return,2021-11-19,-0.0054564089752756895
Return,2021-11-22,-0.003830969766495884
Return,2021-11-23,-0.0008065593674914269
Return,2021-11-24,-0.005133920503056194
Return,2021-11-25,-7.154402015821515e-05
Return,2021-11-26,-0.0010909621518888357
Return,2021-11-29,-0.0006820176425673952
Return,2021-11-30,6.637649421793127e-06
Return,2021-12-01,1.379144961982659e-06
Return,2021-12-02,-0.000787599221875851
Return,2021-12-03,-0.00748127102378679
Return,2021-12-06,0.00455108150678063
Return,2021-12-07,0.0015673091670559474
Return,2021-12-08,-0.004169006995434821
Return,2021-12-09,0.004394969242618063
Return,2021-12-10,0.0005956040014647168
Return,2021-12-13,0.0025057544367033113
Return,2021-12-14,0.0020710151396476422
Return,2021-12-15,-0.007442382884759652
Return,2021-12-16,-0.00560412573243535
Return,2021-12-17,0.00619589953905586
Return,2021-12-20,0.0015388936731431657
Return,2021-12-21,-0.005207504987285042
Return,2021-12-22,0.003063178798098559
Return,2021-12-23,0.0007666147701820558
Return,2021-12-24,-0.0031984637924551973
Return,2021-12-27,0.000391578801440029
Return,2021-12-28,0.001227456602432737
Return,2021-12-29,0.017757469136657628
Return,2021-12-30,0.010037232174776312
Return,2021-12-31,0.0023204298178334803
Return,2022-01-03,-0.0011392664729568402
Return,2022-01-04,0.0033216840088204818
Return,2022-01-05,0.0019560530244234764
Return,2022-01-06,0.0022937352735874494
Return,2022-01-07,-0.0058358885130671
Return,2022-01-10,0.004607787294562571
Return,2022-01-11,-0.007763067430474983
Return,2022-01-12,-0.007725112623246377
Return,2022-01-13,0.004465911858895416
Return,2022-01-14,0.00022027824928877449
Return,2022-01-17,-0.0009794186762611679
Return,2022-01-18,0.004551267074586163
Return,2022-01-19,-0.007675648015440267
Return,2022-01-20,-0.001587841933691686
Return,2022-01-21,-0.00040229072949687916
Return,2022-01-24,0.006164734715376208
Return,2022-01-25,-0.0033183421100180456
Return,2022-01-26,-8.458421582877018e-05
Return,2022-01-27,-0.005620219116253156
Return,2022-01-28,0.0010097262091090242
Return,2022-01-31,0.0005361772641642726
Return,2022-02-01,0.0020904218471742117
Return,2022-02-02,0.002258626910830619
Return,2022-02-03,0.004408222173145737
Return,2022-02-04,-0.005119290017235628
Return,2022-02-07,0.001958000148423178
Return,2022-02-08,-0.0004895383118743531
Return,2022-02-09,-0.001386264815650573
Return,2022-02-10,0.006205632631096525
Return,2022-02-11,0.008870028472039326
Return,2022-02-14,0.004891119316388637
Return,2022-02-15,-0.010365410640632632
Return,2022-02-16,-0.0031101295017075814
Return,2022-02-17,-0.0001695075306535343
Return,2022-02-18,0.00473651748501791
Return,2022-02-21,-0.0011555261576387532
Return,2022-02-22,-0.00029568375227589276
Return,2022-02-23,-0.0011022591120771474
Return,2022-02-24,0.010139167572270291
Return,2022-02-25,-0.004690459912997408
Return,2022-02-28,0.004677512735053485
Return,2022-03-01,0.005810074725664906
Return,2022-03-02,-0.0017489488865049807
Return,2022-03-03,0.0006659097522709045
Return,2022-03-04,-0.0032316866727396254
Return,2022-03-07,0.00029356929620316663
Return,2022-03-08,-0.00022569879654216717
Return,2022-03-09,0.005335638401510773
Return,2022-03-10,-0.0023624714567745952
Return,2022-03-11,0.0012511447109164742
Return,2022-03-14,0.0028648633162630666
Return,2022-03-15,0.0008870537919926988
Return,2022-03-16,-0.0075779269259305115
Return,2022-03-17,-0.0012322740408329258
Return,2022-03-18,0.007249864225835678
Return,2022-03-21,-0.002445740197501628
Return,2022-03-22,-0.004009196503610168
Return,2022-03-23,0.0002101668269702539
Return,2022-03-24,-0.0015090411166559792
Return,2022-03-25,-0.003855143874238548
Return,2022-03-28,0.008022261137856257
Return,2022-03-29,-0.015787971463627846
Return,2022-03-30,-0.005905296374958263
Return,2022-03-31,0.009232047206729377
Return,2022-04-01,-6.497757967788287e-05
Return,2022-04-04,-0.0035092536125101714
Return,2022-04-05,0.0035219149614758925
Return,2022-04-06,0.005356111222307752
Return,2022-04-07,0.00020763095929690611
Return,2022-04-08,-0.002133349346213259
Return,2022-04-11,-0.002332073269491669
Return,2022-04-12,-0.0021492058803589498
Return,2022-04-13,0.0001268750098477045
Return,2022-04-14,-0.0009961894388437753
Return,2022-04-15,-0.0013656880642547997
Return,2022-04-18,-0.0009082348914086491
Return,2022-04-19,-0.001776161992561647
Return,2022-04-20,0.006260229766547387
Return,2022-04-21,-0.0033671478169959024
Return,2022-04-22,-0.008257150386031892
Return,2022-04-25,-0.005109338497461646
Return,2022-04-26,-0.002913944208275764
Return,2022-04-27,0.00043148553334859674
Return,2022-04-28,-0.003440208104598025
Return,2022-04-29,-0.0006319226140078793
Return,2022-05-02,-0.00045126294441269477
Return,2022-05-03,0.0009503542679542955
Return,2022-05-04,0.013843734188993484
Return,2022-05-05,-0.016382407853007874
Return,2022-05-06,-0.0017117597895170145
Return,2022-05-09,-0.007046072897535727
Return,2022-05-10,-0.003816125724923408
Return,2022-05-11,-0.000871121337903874
Return,2022-05-12,-0.0019368404338170886
Return,2022-05-13,-0.00038071833178413006
Return,2022-05-16,0.0013188936318775657
Return,2022-05-17,0.00023754528002079695
Return,2022-05-18,-0.008826664103340903
Return,2022-05-19,0.009209224739364641
Return,2022-05-20,2.4232915877053784e-05
Return,2022-05-23,0.007367352057388199
Return,2022-05-24,-0.003372909283734109
Return,2022-05-25,0.011693591450503305
Return,2022-05-26,-0.002931494067114321
Return,2022-05-27,-0.002540365636169606
Return,2022-05-30,-0.0035360271694687695
Return,2022-05-31,0.006501944517196402
Return,2022-06-01,0.0029904215759239405
Return,2022-06-02,-0.007985851910705305
Return,2022-06-03,0.004468139308217156
Return,2022-06-06,0.00020022596342955667
Return,2022-06-07,-0.000873039761400056
Return,2022-06-08,-0.0010149887080158904
Return,2022-06-09,-0.0002684196770612046
Return,2022-06-10,-0.0023294068434052684
